symbol,name,exchange
^NQUSM6000GBPN,NQ US Md Cap Telecom GBP NTR In,
^NQTH9000THB,NASDAQ Thailand Tech THB Index,
^NQEMEU6000LMGBP,NASDAQ EM Europe Telecom Lg Md,
^NQDMASPA6000CADN,NASDAQ DM ASPA Telecom CAD NTR,
^NQCN9000LMJPYT,NASDAQ China Tech Large Mid Cap,
^NQCN9000JPYT,NASDAQ China Tech JPY TR Index,
^NQUSS9000EURT,NQ US Sm Cap Tech EUR TR Index,
^NQUSL6000GBPN,NQ US Lg Cap Telecom GBP NTR In,
^NQUSL9000GBPN,NQ US Lg Cap Tech GBP NTR Index,
^NQUSL6000EURT,NQ US Lg Cap Telecom EUR TR Ind,
^NQDMEU9000LMGBP,NASDAQ DM Europe Tech Large Mid,
^NQMY9000GBPN,NASDAQ Malaysia Tech GBP NTR In,
^NQEM6000JPYT,NASDAQ Emerging Telecom JPY TR,
^NQASIA9000LMJPYN,NASDAQ Asia Tech Large Mid Cap,
^NQMY9000CADT,NASDAQ Malaysia Tech CAD TR Ind,
^NQMEA9000CADN,NASDAQ MEA Tech CAD NTR Index,
^NQAU9000T,The NASDAQ Australia Technology,
^NQEM6000CADT,NASDAQ Emerging Telecom CAD TR,
^NQEMMEA6000LMGBP,NASDAQ EM MEA Telecom Large Mid,
^NQASIA9000AUDT,NASDAQ Asia Tech AUD TR Index,
^NQIN6000EUR,NASDAQ India Telecom EUR Index,
TESTY.PK,,
^NQCN9000CAD,NASDAQ China Tech CAD Index,
^NQMY6000T,The NASDAQ Malaysia Telecommuni,
^NQDMEU6000CADT,NASDAQ DM Europe Telecom CAD TR,
^NQDM9000,The NASDAQ Developed Markets Te,
^NQEMMEA6000LM,NASDAQ EM MEA Telecom Large Mid,
^NQEM9000EURN,NASDAQ Emerging Tech EUR NTR In,
^NQEMMEA9000CADT,NASDAQ EM MEA Tech CAD TR Index,
^DJ-TEST10,^DJ-TEST10,DJI
^NQEU9000LMEURT,NASDAQ Europe Tech Large Mid Ca,
^NQCA9000JPYT,NASDAQ Canada Tech JPY TR Index,
^NQDMEU6000LMGBPT,NASDAQ DM Europe Telecom Lg Md,
^NQEM9000GBPT,NASDAQ Emerging Tech GBP TR Ind,
^NQASIA6000JPY,NASDAQ Asia Telecom JPY Index,
399388.SZ,CNI 1000 INFO TECHN,SHZ
^NQASIA9000JPYN,NASDAQ Asia Tech JPY NTR Index,
^NQGB6000GBPN,NASDAQ UK Telecom GBP NTR Index,
^NQEMEA6000AUD,NASDAQ EMEA Telecom AUD Index,
^NQUSM6000JPY,NQ US Md Cap Telecom JPY Index,
^NQTH9000CAD,NASDAQ Thailand Tech CAD Index,
^NQUSL6000AUDN,NQ US Lg Cap Telecom AUD NTR In,
^NQDMEU9000LMCADT,NASDAQ DM Europe Tech Large Mid,
^NQMEA9000GBPN,NASDAQ MEA Tech GBP NTR Index,
^NQASPA9000EUR,NASDAQ ASPA Tech EUR Index,
^NQCN9000GBP,NASDAQ China Tech GBP Index,
^NQEMMEA9000EURT,NASDAQ EM MEA Tech EUR TR Index,
^NQTH6000EUR,NASDAQ Thailand Telecom EUR Ind,
^FTUB6500,FTSE 350 - Telecommunications,FGI
^NQDMASPA6000EURT,NASDAQ DM ASPA Telecom EUR TR I,
^NQDM9000GBPT,NASDAQ Developed Tech GBP TR In,
^NQEURO9000JPY,NASDAQ Eurozone Tech JPY Index,
^NQCA9000LMEURT,NASDAQ Canada Tech Large Mid Ca,
^NQCA9000AUDT,NASDAQ Canada Tech AUD TR Index,
^NQEM6000N,The NASDAQ Emerging Markets Tel,
^NQEURO6000LMCADT,NASDAQ Eurozone Telecom Lg Md C,
^NQEURO6000LMEURN,NASDAQ Eurozone Telecom Lg Md C,
^NQCA9000EURN,NASDAQ Canada Tech EUR NTR Inde,
^NQEURO6000GBP,NASDAQ Eurozone Telecom GBP Ind,
^NQEMASIA9000JPYT,NASDAQ EM Asia Tech JPY TR Inde,
^NQUSB9000EURT,NQ US Bnchmk Tech EUR TR Index,
^NQASIA6000JPYN,NASDAQ Asia Telecom JPY NTR Ind,
^NQDMASPA6000N,The NASDAQ DM ASPA Telecommunic,
^NQEMEA6000LMAUD,NASDAQ EMEA Telecom Large Mid C,
^NQUSS9000AUDN,NQ US Sm Cap Tech AUD NTR Index,
^NQTH9000CADT,NASDAQ Thailand Tech CAD TR Ind,
^NQDMASIA9000CAD,NASDAQ DM Asia Tech CAD Index,
^NQEM6000AUDT,NASDAQ Emerging Telecom AUD TR,
^NQIN9000JPYT,NASDAQ India Tech JPY TR Index,
TFINL.Z,,
TFINP.Z,,
TFINH.Z,,
TFSVF.Z,,
TFSVG.Z,,
^NQTH2000CAD,NASDAQ Thailand Inds CAD Index,
^NQTH2000THB,NASDAQ Thailand Inds THB Index,
^NQTHCADT,NASDAQ Thailand CAD TR Index,
^NQTH7000EURT,NASDAQ Thailand Utilities EUR T,
^NQTH2000T,The NASDAQ Thailand Industrials,
^NQTHLC,The NASDAQ Thailand Large Cap I,
^NQTHLCEURN,NASDAQ Thailand Large Cap EUR N,
^NQTH2000LMCADN,NASDAQ Thailand Inds Large Mid,
^NQTH2000LMCADT,NASDAQ Thailand Inds Large Mid,
^NQTH,The NASDAQ Thailand Indexed mar,
^NQTHLMN,NASDAQ Thailand Large Mid Cap N,
^NQTH8000LMEURN,NASDAQ Thailand Financials Lg M,
^NQTH2000LMTHB,NASDAQ Thailand Inds Large Mid,
^NQTHTHBT,NASDAQ Thailand THB TR Index,
^NQTH8000CADT,NASDAQ Thailand Financials CAD,
WITHA5750.FGI,,
^NQTH7000EURN,NASDAQ Thailand Utilities EUR N,
^NQTH2000EUR,NASDAQ Thailand Inds EUR Index,
^NQTH2000LMT,NASDAQ Thailand Inds Large Mid,
WITHA2730.FGI,,
WITHA2770.FGI,,
WITHA4000.FGI,,
^NQTHMCN,The NASDAQ Thailand Mid Cap Ind,
^NQTHMCEURT,NASDAQ Thailand Mid Cap EUR TR,
^NQTHMCGBPT,NASDAQ Thailand Mid Cap GBP TR,
^NQTHSCT,The NASDAQ Thailand Small Cap I,
^NQTHLMEURT,NASDAQ Thailand Large Mid Cap E,
^NQTH8000LMAUDT,NASDAQ Thailand Financials Lg M,
^NQTH8000EUR,NASDAQ Thailand Financials EUR,
^NQTHLMAUDN,NASDAQ Thailand Large Mid Cap A,
^NQTHMCAUDN,NASDAQ Thailand Mid Cap AUD NTR,
^NQTH7000CADN,NASDAQ Thailand Utilities CAD N,
^NQTHLMTHBT,NASDAQ Thailand Large Mid Cap T,
^NQTH7000JPYN,NASDAQ Thailand Utilities JPY N,
WITHA8630.L,,
^CANNABIS,^CANNABIS,SNP
^NQTH2000GBPN,NASDAQ Thailand Inds GBP NTR In,
^NQTH8000GBPN,NASDAQ Thailand Financials GBP,
^NQTH1000CAD,NASDAQ Thailand Basic Matls CAD,
^NQTH2000GBP,NASDAQ Thailand Inds GBP Index,
^NQTHLMJPY,NASDAQ Thailand Large Mid Cap J,
^NQTH8000LMGBPT,NASDAQ Thailand Financials Lg M,
^NQTH5000CAD,NASDAQ Thailand Cnsmr Svcs CAD,
^NQTHGBPT,NASDAQ Thailand GBP TR Index,
^NQTH5000LMGBP,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTH8000LMEUR,NASDAQ Thailand Financials Lg M,
^NQTHLCTHBN,NASDAQ Thailand Large Cap THB N,
^NQTHMCAUDT,NASDAQ Thailand Mid Cap AUD TR,
^NQTH2000JPYT,NASDAQ Thailand Inds JPY TR Ind,
^NQTH8000EURN,NASDAQ Thailand Financials EUR,
^NQTHSCGBPT,NASDAQ Thailand Small Cap GBP T,
^NQTH2000LM,NASDAQ Thailand Inds Large Mid,
^NQTH5000AUDN,NASDAQ Thailand Cnsmr Svcs AUD,
^NQTH1000JPYN,NASDAQ Thailand Basic Matls JPY,
^NQTHTHB,NASDAQ Thailand THB Index,
^NQTHSCJPYT,NASDAQ Thailand Small Cap JPY T,
^NQTHSCTHBT,NASDAQ Thailand Small Cap THB T,
^NQTH2000AUDN,NASDAQ Thailand Inds AUD NTR In,
^NQTH8000LMGBPN,NASDAQ Thailand Financials Lg M,
WITHA1350.FGI,,
WITHA2350.FGI,,
^NQTH5000N,The NASDAQ Thailand Consumer Se,
^NQTH8000,The NASDAQ Thailand Financials,
WITHA7000.FGI,,
^NQTH5000LMAUD,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTH8000AUDT,NASDAQ Thailand Financials AUD,
^NQTHMCGBPN,NASDAQ Thailand Mid Cap GBP NTR,
^NQTHLM,NASDAQ Thailand Large Mid Cap I,
^NQTHSCN,The NASDAQ Thailand Small Cap I,
^NQTH8000N,The NASDAQ Thailand Financials,
^NQTHMCJPYN,NASDAQ Thailand Mid Cap JPY NTR,
^NQTH5000LMEURN,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTH1000EURN,NASDAQ Thailand Basic Matls EUR,
^NQTH2000CADN,NASDAQ Thailand Inds CAD NTR In,
^NQTHLMTHB,NASDAQ Thailand Large Mid Cap T,
^NQTH6000AUDT,NASDAQ Thailand Telecom AUD TR,
^NQTH3000THB,NASDAQ Thailand Cnsmr Goods THB,
^NQTH2000LMJPYT,NASDAQ Thailand Inds Large Mid,
^NQTH2000JPY,NASDAQ Thailand Inds JPY Index,
^NQTH5000GBPT,NASDAQ Thailand Cnsmr Svcs GBP,
^NQTH1000EUR,NASDAQ Thailand Basic Matls EUR,
^NQTH2000GBPT,NASDAQ Thailand Inds GBP TR Ind,
^NQTH5000LMN,NASDAQ Thailand Cnsmr Svcs Larg,
^NQTHMCT,The NASDAQ Thailand Mid Cap Ind,
^NQTH5000JPYN,NASDAQ Thailand Cnsmr Svcs JPY,
^NQTH1000THB,NASDAQ Thailand Basic Matls THB,
^NQTH8000LMEURT,NASDAQ Thailand Financials Lg M,
^NQTH8000LMCADN,NASDAQ Thailand Financials Lg M,
^NQTH3000EURN,NASDAQ Thailand Cnsmr Goods EUR,
^NQTH8000EURT,NASDAQ Thailand Financials EUR,
WITHA0001.L,,
WITHA5330.L,,
^NQTH2000JPYN,NASDAQ Thailand Inds JPY NTR In,
^NQTH3000JPYT,NASDAQ Thailand Cnsmr Goods JPY,
^NQTH2000LMTHBT,NASDAQ Thailand Inds Large Mid,
^NQTH8000THB,NASDAQ Thailand Financials THB,
^NQTHMCEUR,NASDAQ Thailand Mid Cap EUR Ind,
WITHA1770.L,,
^NQTHLCGBPT,NASDAQ Thailand Large Cap GBP T,
^NQTHLCT,The NASDAQ Thailand Large Cap I,
WITHA6000.FGI,,
^NQTHMCAUD,NASDAQ Thailand Mid Cap AUD Ind,
^NQTH6000THBN,NASDAQ Thailand Telecom THB NTR,
^NQTH1000THBN,NASDAQ Thailand Basic Matls THB,
^NQTHLCEURT,NASDAQ Thailand Large Cap EUR T,
^NQTH7000AUDN,NASDAQ Thailand Utilities AUD N,
^NQTH2000LMJPY,NASDAQ Thailand Inds Large Mid,
^NQTH7000AUDT,NASDAQ Thailand Utilities AUD T,
^NQTHLCCADT,NASDAQ Thailand Large Cap CAD T,
^NQTH1000CADN,NASDAQ Thailand Basic Matls CAD,
^NQTHMC,The NASDAQ Thailand Mid Cap Ind,
^NQTH9000N,The NASDAQ Thailand Technology,
^NQTH6000GBPN,NASDAQ Thailand Telecom GBP NTR,
^NQTHJPYN,NASDAQ Thailand JPY NTR Index,
^NQTH3000GBP,NASDAQ Thailand Cnsmr Goods GBP,
^NQTHEURT,NASDAQ Thailand EUR TR Index,
WITHA2770.L,,
WITHA2000.FGI,,
^NQTH9000JPY,NASDAQ Thailand Tech JPY Index,
^NQTH2000CADT,NASDAQ Thailand Inds CAD TR Ind,
THCRF.Z,,
^NQTHLMCAD,NASDAQ Thailand Large Mid Cap C,
^NQTH1000AUDT,NASDAQ Thailand Basic Matls AUD,
^NQTHLMEUR,NASDAQ Thailand Large Mid Cap E,
^NQTH7000CADT,NASDAQ Thailand Utilities CAD T,
^NQTH9000THBT,NASDAQ Thailand Tech THB TR Ind,
^NQTHSCCADN,NASDAQ Thailand Small Cap CAD N,
WITHA5550.L,,
^NQTH2000LMEURT,NASDAQ Thailand Inds Large Mid,
^NQTH3000GBPT,NASDAQ Thailand Cnsmr Goods GBP,
^NQTH8000LMT,NASDAQ Thailand Financials Larg,
^NQTHMCTHB,NASDAQ Thailand Mid Cap THB Ind,
^NQTHS33,NASDAQ Thailand Select 33 Index,
^NQTH6000JPYT,NASDAQ Thailand Telecom JPY TR,
^NQTHEUR,NASDAQ Thailand EUR Index,
^NQTH5000AUDT,NASDAQ Thailand Cnsmr Svcs AUD,
^NQTHT,NASDQ THAILAND TR IDX,
^NQTH9000GBPT,NASDAQ Thailand Tech GBP TR Ind,
^NQTH8000LMTHB,NASDAQ Thailand Financials Lg M,
^NQTH8000LMTHBN,NASDAQ Thailand Financials Lg M,
WITHA0530.L,,
^NQTH2000THBN,NASDAQ Thailand Inds THB NTR In,
^NQTHSCJPYN,NASDAQ Thailand Small Cap JPY N,
^NQTH2000LMJPYN,NASDAQ Thailand Inds Large Mid,
^NQTH8000CADN,NASDAQ Thailand Financials CAD,
^NQTH2000LMTHBN,NASDAQ Thailand Inds Large Mid,
^NQTH6000THBT,NASDAQ Thailand Telecom THB TR,
THCRI.Z,,
^NQTH2000EURT,NASDAQ Thailand Inds EUR TR Ind,
^NQTHSC,The NASDAQ Thailand Small Cap I,
^NQTHN,NASDQ THAILAND NTR IDX,
^NQTH5000LMAUDN,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTH5000LMEURT,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTH1000EURT,NASDAQ Thailand Basic Matls EUR,
^NQTHLMEURN,NASDAQ Thailand Large Mid Cap E,
^NQTH7000AUD,NASDAQ Thailand Utilities AUD I,
^NQTH1000GBPN,NASDAQ Thailand Basic Matls GBP,
WITHA2000.L,,
^NQTH7000T,The NASDAQ Thailand Utilities I,
^NQTH5000,The NASDAQ Thailand Consumer Se,
WITHA5330.FGI,,
^NQTH6000T,The NASDAQ Thailand Telecommuni,
^NQTH7000N,The NASDAQ Thailand Utilities I,
^NQTHMCTHBN,NASDAQ Thailand Mid Cap THB NTR,
^NQTH2000LMEUR,NASDAQ Thailand Inds Large Mid,
^NQTH7000THBN,NASDAQ Thailand Utilities THB N,
^NQTH4000AUDT,NASDAQ Thailand Health Care AUD,
^NQTH8000THBT,NASDAQ Thailand Financials THB,
^NQTHEURN,NASDAQ Thailand EUR NTR Index,
^NQTH2000AUDT,NASDAQ Thailand Inds AUD TR Ind,
^NQTH8000LMTHBT,NASDAQ Thailand Financials Lg M,
^NQTHLMAUDT,NASDAQ Thailand Large Mid Cap A,
^NQTH5000THBN,NASDAQ Thailand Cnsmr Svcs THB,
^NQTH4000JPYN,NASDAQ Thailand Health Care JPY,
^NQTH5000LM,NASDAQ Thailand Cnsmr Svcs Larg,
WORLDS.L,FTSE THE WORLD IND,FSI
^NQTHLMGBPT,NASDAQ Thailand Large Mid Cap G,
^NQTH8000T,The NASDAQ Thailand Financials,
^NQTH5000LMT,NASDAQ Thailand Cnsmr Svcs Larg,
^NQTH7000GBPN,NASDAQ Thailand Utilities GBP N,
WITHA6000.L,,
^NQTHLMT,NASDAQ Thailand Large Mid Cap T,
^NQTH4000THBT,NASDAQ Thailand Health Care THB,
^NQTH1000AUD,NASDAQ Thailand Basic Matls AUD,
^NQTH5000GBPN,NASDAQ Thailand Cnsmr Svcs GBP,
^NQTH5000EURN,NASDAQ Thailand Cnsmr Svcs EUR,
^NQTH6000CAD,NASDAQ Thailand Telecom CAD Ind,
THCRG.Z,,
^NQTH2000LMCAD,NASDAQ Thailand Inds Large Mid,
^NQTH7000JPYT,NASDAQ Thailand Utilities JPY T,
^NQTH2000THBT,NASDAQ Thailand Inds THB TR Ind,
^NQTH5000T,The NASDAQ Thailand Consumer Se,
^NQTH9000GBP,NASDAQ Thailand Tech GBP Index,
^NQTH5000LMGBPN,NASDAQ Thailand Cnsmr Svcs Lg M,
WITHA1770.FGI,,
^NQTH3000EURT,NASDAQ Thailand Cnsmr Goods EUR,
^NQTHLCJPYN,NASDAQ Thailand Large Cap JPY N,
^NQTH9000EURN,NASDAQ Thailand Tech EUR NTR In,
^NQTH7000EUR,NASDAQ Thailand Utilities EUR I,
THCRX.Z,,
WITHA7000.L,,
^NQTH5000LMJPY,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTHLMTHBN,NASDAQ Thailand Large Mid Cap T,
^NQTH5000LMTHB,NASDAQ Thailand Cnsmr Svcs Lg M,
^NQTH1000CADT,NASDAQ Thailand Basic Matls CAD,
^NQTHS33T,NASDAQ Thailand Select 33 Total,
^NQTH7000,The NASDAQ Thailand Utilities I,
^NQTH3000N,The NASDAQ Thailand Consumer Go,
^NQTHSCAUDT,NASDAQ Thailand Small Cap AUD T,
^NQTH7000THBT,NASDAQ Thailand Utilities THB T,
^NQTH1000GBP,NASDAQ Thailand Basic Matls GBP,
^NQTHSCTHBN,NASDAQ Thailand Small Cap THB N,
C5UK9570.L,,
WITHA4000.L,,
^NQTHCAD,NASDAQ Thailand CAD Index,
^NQTH6000GBP,NASDAQ Thailand Telecom GBP Ind,
^NQTH7000GBP,NASDAQ Thailand Utilities GBP I,
^NQTHMCTHBT,NASDAQ Thailand Mid Cap THB TR,
^NQTHAUDT,NASDAQ Thailand AUD TR Index,
25307183.Z,,
TINNF.Z,,
TINNG.Z,,
TIDUH.Z,,
TIDUL.Z,,
TIDUX.Z,,
^SP500-25101020,S&P 500 Tires & Rubber (Sub Ind,SNP
^NQCISNTR,NASDAQ Commodity Tin Index TR,
^TR20ET,^TR20ET,
^RU10E,Dow Jones RusIndex Titans 10 (E,DJI
TINNH.Z,,
TIGSF.Z,,
^TR20E,Dow Jones Turkey Titans 20 Inde,DJI
TIGSI.Z,,
TINNI.Z,,
TIDUF.Z,,
TIDUP.Z,,
TIM1.L,,
TLTAMP.Z,,
TLTAML.Z,,
TMDIG.Z,,
TMDII.Z,,
^TMT,ABG TMT Nordic Index,STO
TMDIF.Z,,
TMDIX.Z,,
TMPSW,"Tempus Applied Solutions Holdings, Inc.",PNK
TMT.ST,,
TMDIH.Z,,
^USATI50,^USATI50,SNP
^NQUSB5759LMN,NQ US Travel & Tourism Large M,
^NQUSB3747LMEURN,NQ US Toys Large Mid Cap EUR N,
^NQUSB3747LMEURT,NQ US Toys Large Mid Cap EUR T,
^NQUSB3747LMCADN,NQ US Toys Large Mid Cap CAD N,
^NQUSS3747GBPT,NQ US Sm Cap Toys GBP TR Index,
^STM2520,S&P Total Market Index (TMI) Co,SNP
^NQUSS3747EURN,NQ US Sm Cap Toys EUR NTR Index,
^EUR,FTSE EURO TOP 100 INDEX,NYS
^STM2550,S&P Total Market Index (TMI) Re,SNP
^WOWAXDC,World Water Total Return Index,SNP
^NQUSS3780T,NQ US Sm Cap Tobacco TR Index,
^WOWAX,World Water Total Return Index,SNP
^NQUSB3747LMGBPN,NQ US Toys Large Mid Cap GBP N,
^NQUSS5759AUDN,NQ US Sm Cap Travel & Tourism A,
^NQUSS3780EURT,NQ US Sm Cap Tobacco EUR TR Ind,
^NQUSB5759LMCADT,NQ US Travel & Tourism Lg Md C,
^NQUSS3780AUD,NQ US Sm Cap Tobacco AUD Index,
^NQUSB5759LMJPY,NQ US Travel & Tourism Lg Md C,
^STM2540,S&P Total Market Index (TMI) Me,SNP
^NQUSS3747T,NQ US Sm Cap Toys TR Index,
^WOWAXD,World Water Total Return Index,SNP
^NQUSS3747JPYN,NQ US Sm Cap Toys JPY NTR Index,
^NQUSB5759LMJPYN,NQ US Travel & Tourism Lg Md C,
^NQUSB3747LMAUDT,NQ US Toys Large Mid Cap AUD T,
^STM2020,S&P Total Market Index (TMI) Co,SNP
^NQUSS3780GBPN,NQ US Sm Cap Tobacco GBP NTR In,
^STM1510,S&P Total Market Index (TMI) Ma,SNP
^SP600-30203010,S&P 600 Tobacco (Sub Ind),SNP
^NQUSS3780,NQ US Sm Cap Tobacco Index,
^NQUS700SCT,Nasdaq US 700 Small Cap Total R,
^NQUSB3747LMGBPT,NQ US Toys Large Mid Cap GBP T,
^NQUSS3747N,NQ US Sm Cap Toys Index Net Tot,
^NQUSB3747LMN,NQ US Toys Large Mid Cap NTR I,
^NQUSS3747CADN,NQ US Sm Cap Toys CAD NTR Index,
^NQUSB3780,NQ US Bnchmk Tobacco Index,
^NQUSS3747GBP,NQ US Sm Cap Toys GBP Index,
^SPTMMAUP,S&P Total Market Index (TMI) Ma,SNP
^NQUSS5759EURT,NQ US Sm Cap Travel & Tourism E,
^NQUSS3780EURN,NQ US Sm Cap Tobacco EUR NTR In,
^NQUSB5759LMEUR,NQ US Travel & Tourism Lg Md C,
^W5000FLT,Wilshire 5000 Total Market Inde,NYS
^NQUSB5759T,NQ US Bnchmk Travel & Tourism T,
^NQUSB3780JPYT,NQ US Bnchmk Tobacco JPY TR Ind,
^NQUSB5759CAD,NQ US Bnchmk Travel & Tourism C,
^NQUSB3780GBP,NQ US Bnchmk Tobacco GBP Index,
^NQUSS3747AUDT,NQ US Sm Cap Toys AUD TR Index,
^NQUSB3780CADT,NQ US Bnchmk Tobacco CAD TR Ind,
^SP5T5,S&P 500 Top 50,SNP
^STM4040,^STM4040,SNP
^NQUSB3747LMT,NQ US Toys Large Mid Cap TR In,
^SP600-302030,S&P 600 Tobacco (Industry),SNP
^NQUSB3747LM,NQ US Toys Large Mid Cap Index,
^WOWAXC,World Water Total Return Index,SNP
^NQUSB3747LMJPYT,NQ US Toys Large Mid Cap JPY T,
^NQUSS3747EURT,NQ US Sm Cap Toys EUR TR Index,
^RUESM3TU,Russell Europe SMID 300 Total R,WCB
^NQUSS5759T,NQ US Sm Cap Travel & Tourism T,
^USATC25,^USATC25,SNP
^NQUSB3747EUR,NQ US Bnchmk Toys EUR Index,
^SPTMTSUP,S&P Total Market Index (TMI) Co,SNP
TOC3.L,TOC3.L,LSE
^NQUSB3780AUDN,NQ US Bnchmk Tobacco AUD NTR In,
^RUR1XTOB,Russell 1000 ex Tobacco,WCB
^NQUSB5759CADN,NQ US Bnchmk Travel & Tourism C,
^NQUSB3780AUD,NQ US Bnchmk Tobacco AUD Index,
^NQUSS5759GBPN,NQ US Sm Cap Travel & Tourism G,
^NQUSS3747CADT,NQ US Sm Cap Toys CAD TR Index,
^NQUSS3747EUR,NQ US Sm Cap Toys EUR Index,
^URAX,World Uranium Total Return Inde,SNP
^NQUSB5759LMEURT,NQ US Travel & Tourism Lg Md C,
^NQUSS3747CAD,NQ US Sm Cap Toys CAD Index,
^NQUSB5759EURN,NQ US Bnchmk Travel & Tourism E,
^NQUSB5759LMGBP,NQ US Travel & Tourism Lg Md C,
^NQUSS5759CADN,NQ US Sm Cap Travel & Tourism C,
^NQUSS5759JPYN,NQ US Sm Cap Travel & Tourism J,
^NQUSB5759JPYN,NQ US Bnchmk Travel & Tourism J,
^CHXR,NASDAQ China Total Return,SNP
^NQUSB3780EUR,NQ US Bnchmk Tobacco EUR Index,
^NQUSS3780CADN,NQ US Sm Cap Tobacco CAD NTR In,
^NQUSB3747LMJPY,NQ US Toys Large Mid Cap JPY I,
^NQUSB3780AUDT,NQ US Bnchmk Tobacco AUD TR Ind,
^NQUSB3780EURN,NQ US Bnchmk Tobacco EUR NTR In,
^NQUSB3747CADN,NQ US Bnchmk Toys CAD NTR Index,
^RU50TR,Russell Top 50 Total Return,WCB
^RUT2DFTR,Russell Top 200 Defensive Total,WCB
^NQUSB5759N,NQ US Bnchmk Travel & Tourism I,
^NQUSB5759CADT,NQ US Bnchmk Travel & Tourism C,
^STM5010,S&P Total Market Index (TMI) Te,SNP
^NQUSB5759AUD,NQ US Bnchmk Travel & Tourism A,
^REASTRUSD,Russell Emerging Asia Total Ret,WCB
^TOP,^TOP,NYS
^NQUSB3747GBPT,NQ US Bnchmk Toys GBP TR Index,
^NQUSB5759EURT,NQ US Bnchmk Travel & Tourism E,
^NQUSB5759LMCADN,NQ US Travel & Tourism Lg Md C,
^NQUSB5759LMAUD,NQ US Travel & Tourism Lg Md C,
TOC1.L,SG Issuer S.A.,LSE
^NQUSB3780JPY,NQ US Bnchmk Tobacco JPY Index,
^REXUTRUSD,Russell Europe ex-UK Total Retu,WCB
^SP400-302030,^SP400-302030,SNP
^NQUSB5759LMGBPN,NQ US Travel & Tourism Lg Md C,
^NQUSS5759CADT,NQ US Sm Cap Travel & Tourism C,
^RUDDFTR,Russell Developed Defensive Tot,WCB
^NQUSS5759,NQ US Sm Cap Travel & Tourism I,
^NQUSB3747LMJPYN,NQ US Toys Large Mid Cap JPY N,
^URAXD,World Uranium Total Return Inde,SNP
^NQUSB5759JPY,NQ US Bnchmk Travel & Tourism J,
E3X3780.FGI,FTSEurofirst 300 Index - Tobacc,FGI
399237.SZ,TRANSPORTATION INDX,SHZ
^NQTREURT,NASDAQ Turkey EUR TR Index,
^NQCLEURT,NASDAQ Chile EUR TR Index,
^NQCN7000T,The NASDAQ China Utilities Inde,
^NQIDT,NASDQ INDONESIA TR IDX,
^NQIN2000T,The NASDAQ India Industrials In,
^NQCL7000EURT,NASDAQ Chile Utilities EUR TR I,
^NQEU2000CADT,NASDAQ Europe Inds CAD TR Index,
^NQGBCADT,NASDAQ UK CAD TR Index,
^NQTRCADT,NASDAQ Turkey CAD TR Index,
^NQEU7000EURT,NASDAQ Europe Utilities EUR TR,
^NQEU8500T,The NASDAQ Europe Insurance Ind,
^NQGB8500CADT,NASDAQ UK Ins CAD TR Index,
^NQEU8500EURT,NASDAQ Europe Ins EUR TR Index,
^NQDMLCT,The NASDAQ Developed Markets La,
TTECG.Z,,
TTLSI.Z,,
TTLSH.Z,,
TTECH.Z,,
TTII.PK,,
TTECI.Z,,
TTLSY.Z,,
TTLSF.Z,,
^NQTRMCT,The NASDAQ Turkey Mid Cap Index,
^NQTRMCEUR,NASDAQ Turkey Mid Cap EUR Index,
^NQTRLMTRYN,NASDAQ Turkey Large Mid Cap TRY,
^NQTRLMT,NASDAQ Turkey Large Mid Cap TR,
^NQTR2000,The NASDAQ Turkey Industrials I,
WITUR.L,,
^NQTRLMCADN,NASDAQ Turkey Large Mid Cap CAD,
^NQTRLMCADT,NASDAQ Turkey Large Mid Cap CAD,
^NQTRMC,The NASDAQ Turkey Mid Cap Index,
^NQTR2000AUD,NASDAQ Turkey Inds AUD Index,
^NQTRLCTRYN,NASDAQ Turkey Large Cap TRY NTR,
^NQTRLMEURT,NASDAQ Turkey Large Mid Cap EUR,
^NQTRT,NASDQ TURKEY TR IDX,
^NQTRLMTRY,NASDAQ Turkey Large Mid Cap TRY,
^NQTR8000LMEUR,NASDAQ Turkey Financials Lg Md,
WITUR3350.FGI,,
^NQTR8000LMT,NASDAQ Turkey Financials Large,
D8Y5.DE,,
^NQTRAUDN,NASDAQ Turkey AUD NTR Index,
^NQTRLCTRYT,NASDAQ Turkey Large Cap TRY TR,
^NQTRSCCAD,NASDAQ Turkey Small Cap CAD Ind,
^NQTRLC,The NASDAQ Turkey Large Cap Ind,
^NQTR2000EURN,NASDAQ Turkey Inds EUR NTR Inde,
^NQTRLCGBP,NASDAQ Turkey Large Cap GBP Ind,
^NQTRLMCAD,NASDAQ Turkey Large Mid Cap CAD,
^NQTR5000TRYN,NASDAQ Turkey Cnsmr Svcs TRY NT,
^NQTRLCCAD,NASDAQ Turkey Large Cap CAD Ind,
^NQTR8000LMTRYN,NASDAQ Turkey Financials Lg Md,
^NQTRSC,The NASDAQ Turkey Small Cap Ind,
^NQTRLCT,The NASDAQ Turkey Large Cap Ind,
^NQTR5000GBP,NASDAQ Turkey Cnsmr Svcs GBP In,
^NQTRLCN,The NASDAQ Turkey Large Cap Ind,
